"date","alabama.unemployment","amazing.sonic.scene.creator.2","annual.convention","arizona.unemployment.rate","arkansas.unemployment","auction","bible.lessons","big.fun.town","birthday.party.invitations","blonde.scene","bridal.bouquets","business.cards","business.in","business.services","ca.unemployment.rate","ca.unemployment","california.unemployment.rate","canadian.unemployment.rate","chase.loan.modification","chinese.movies.online","christening.gowns","clinical.laboratory","co.unemployment","college.community","colorado.unemployment","combofix","community.centers","community.education","community.learning","community","confidentiality.agreement","consultant.resume","ct.unemployment","current.national.unemployment.rate","current.unemployment.rate","current.unemployment","day.school","department.of.labor.unemployment","design.resume","designer.resume","development.center","divorce.mediation","download.streaming.video.free","education.center","effective.resume","emory.first.class.login","failblog","fictitious.business","finding.a.job","florida.unemployment.rate","florida.unemployment","free.tower.defense.games","free.video.tube","functional.resume","ga.unemployment","gmac.loan.modification","grants.wiki","graph.of.unemployment","graphic.design.resume","graphic.designer.resume","green.energy.jobs","grocery.prices.online","hawaii.unemployment.rate","hbo.movies.online","health.education.center","help.for.the.unemployed","high.school.district","highest.unemployment.rate","highest.unemployment","home.loan.modification","home.retention","how.long.is.unemployment.benefits","how.to.get.a.loan.modification","il.unemployment","illinois.unemployment.benefits","illinois.unemployment","independent.schools","indiana.unemployment.rate","indiana.unemployment","iphone.app.tutorial","job.websites","jobless.claims","jobless.rate","jobless","jobs.in.demand","juried","kisses.movie","ks.unemployment","ky.unemployment","labor.department.unemployment","language.center","lawyers","legal.services","length.of.unemployment.benefits","length.of.unemployment","loan.modification.laws","love.story.chords","maine.unemployment.rate","marketing.resume","maryland.unemployment.rate","massachusetts.unemployment.rate","mediation.training","medical.training","mi.unemployment.rate","midnighters.series","mint.com","missouri.unemployment.rate","missouri.unemployment","modified.mortgage","money.supply.chart","montelucia.resort","montgomery.county.community.college","monthly.unemployment.rate","my.gatech","national.unemployment.rate","need4","nevada.unemployment.rate","new.york.unemployment.rate","north.carolina.unemployment.rate","number.of.people.unemployed","nursing.society","ny.ui","ny.unemployment","nys.ui","nys.unemployment","obama.campaign.promises","occasion.dresses","ohio.unemployment.rate","ohio.unemployment","oncology.nursing","online.resume","pa.unemployment.rate","pa.unemployment","paralegal","pennsylvania.unemployment.rate","private.schools.in","promotional.products","pspube","recession.recovery","resume.career","resume.writers","resume","retreat.house","ri.unemployment.rate","roast.restaurant.detroit","sample.resume","san.diego.unemployment.rate","sc.unemployment.rate","schools.on.long.island","services","showgirlzexclusive","skills.test","south.carolina.unemployment.rate","state.by.state.unemployment","state.unemployment","state.with.highest.unemployment","states.with.highest.unemployment","submit.your","technology.center","tennessee.unemployment.rate","tennessee.unemployment","the.unemployed","therapy.training","tn.unemployment","toastmasters","total.unemployment","training.center","ui.benefits","umail.iu.edu","unemp","unemploy","unemployed.benefits","unemployed.workers","unemployed","unemployment.benefit.ny","unemployment.benefit","unemployment.benefits.maryland","unemployment.benefits.massachusetts","unemployment.benefits.pennsylvania","unemployment.benefits","unemployment.blog","unemployment.by.state","unemployment.chart","unemployment.check","unemployment.in.california","unemployment.in","unemployment.insurance.benefits","unemployment.online","unemployment.payments","unemployment.percentage","unemployment.rate.california","unemployment.rate.chart","unemployment.rate.florida","unemployment.rate.forecast","unemployment.rate.in.california","unemployment.rate.in.canada","unemployment.rate.in.new.york","unemployment.rate.in.ohio","unemployment.rate.in.the.us","unemployment.rate.in","unemployment.rate.state","unemployment.rate","unemployment.rates.by.state","unemployment.rates.by.year","unemployment.rates.in.us","unemployment.trend","unemployment","unemployments","university.job","us.jobless.rate","us.unemployment.benefits","us.unemployment.rate.history","us.unemployment.rate","us.unemployment","utah.unemployment.rate","va.unemployment","virginia.unemployment.rate","vocational.school","wa.state.unemployment","washington.state.unemployment.rate","washington.unemployment.rate","weddings","wells.fargo.financial.locations","what.caused.the.recession","wisconsin.unemployment","writing.a.cover.letter","www.unemployment.wisconsin.gov","youth.bible.study"
"2014-02-01",36,14,47,17,50,73,54,13,62,58,29,57,91,57,35,66,32,22,13,42,43,49,47,48,35,"29",43,34,37,67,51,52,44,33,36,38,58,39,46,36,56,38,9,47,31,0,22,46,55,32,52,33,29,43,74,0,48,37,37,26,14,12,9,30,27,5,56,42,32,10,32,49,21,78,33,46,37,13,33,29,42,21,16,33,63,49,48,34,49,43,38,65,41,31,37,6,25,24,56,23,12,22,62,14,9,43,25,39,27,8,32,33,24,45,35,8,20,23,15,28,33,42,50,26,36,9,41,21,37,37,69,28,59,63,13,58,35,2,38,88,45,68,44,13,11,52,19,14,36,72,19,47,17,21,38,13,23,51,36,33,31,68,74,71,52,52,65,57,31,30,33,42,45,66,24,30,30,24,17,59,21,20,30,51,52,65,33,46,25,61,25,26,32,10,39,7,39,20,48,55,29,43,12,30,17,16,56,17,67,9,50,18,56,54,37,67,18,49,43,27,24,39,23,35,30,49,30,45
"2014-03-01",34,6,46,12,37,74,57,9,60,51,32,61,88,56,29,62,33,6,12,39,43,54,36,45,29,"27",43,34,42,63,53,46,42,26,36,36,43,30,42,37,53,38,15,44,33,0,21,41,55,31,42,34,28,37,56,4,29,37,30,33,17,15,18,45,25,19,53,43,34,9,23,38,21,54,24,35,36,13,29,28,41,15,11,34,60,50,49,31,44,34,37,67,45,33,37,11,23,18,51,25,13,26,60,28,12,36,11,29,19,14,24,32,8,55,32,11,18,13,25,38,32,45,51,27,31,6,44,31,32,32,69,31,47,61,18,59,41,2,23,76,39,69,44,17,15,49,14,21,24,68,22,49,33,22,33,8,21,43,35,15,31,69,68,66,51,54,58,56,24,26,27,36,46,65,19,30,22,25,12,49,21,24,25,45,41,58,27,35,21,58,25,17,31,4,49,10,14,35,49,56,26,39,28,13,20,16,54,21,68,11,45,27,48,50,22,60,20,48,44,24,25,40,9,49,26,47,31,42
"2014-04-01",31,13,42,24,44,70,50,21,58,67,34,63,91,55,31,61,32,13,10,41,40,52,47,47,33,"27",44,37,42,66,51,43,39,27,36,41,45,31,34,31,51,36,10,44,30,0,19,48,58,25,43,49,27,39,62,5,37,38,35,27,18,9,17,36,34,19,53,44,34,11,24,46,15,55,28,37,33,16,27,25,42,15,12,32,57,48,62,24,44,32,38,69,45,33,36,6,24,25,47,29,25,21,60,25,13,33,39,28,18,16,30,38,13,53,42,0,20,15,19,31,32,44,51,31,29,7,41,24,26,38,64,37,42,62,18,57,42,2,39,72,43,70,47,18,13,49,43,20,34,71,18,49,31,23,34,22,35,44,36,24,23,55,73,59,50,53,56,55,24,24,27,33,41,56,29,30,29,19,7,47,19,20,30,48,45,63,28,35,29,50,29,23,25,6,47,6,24,34,47,62,27,44,18,21,27,22,53,18,67,6,40,17,54,51,17,50,35,50,35,29,20,38,15,64,23,46,9,40
"2014-05-01",33,7,37,21,46,66,51,16,60,60,31,58,82,52,34,54,40,7,7,41,39,48,36,47,25,"26",43,35,44,65,56,41,34,18,35,35,60,26,37,37,51,37,9,45,35,0,20,47,58,23,44,50,27,39,56,0,32,50,30,25,17,11,18,40,33,15,56,45,26,10,23,42,24,52,31,38,36,18,24,22,40,17,14,26,66,41,44,29,40,25,39,67,40,17,23,4,18,23,47,17,19,23,60,17,27,29,10,28,25,4,36,37,9,27,26,16,20,18,14,28,27,18,42,13,22,6,32,13,24,32,64,25,40,60,16,55,40,0,30,66,40,67,48,25,13,49,43,25,37,69,22,50,20,21,28,22,27,42,34,29,25,44,59,54,49,45,51,46,19,15,21,24,31,48,11,28,29,18,9,35,18,19,27,47,47,56,23,27,24,50,42,18,23,11,54,9,25,27,40,54,28,40,23,10,36,19,46,9,67,9,35,25,62,50,16,64,35,48,29,23,13,40,13,56,18,41,23,40
"2014-06-01",34,16,43,11,42,64,53,25,53,73,30,54,81,51,29,55,28,24,6,35,36,52,41,41,27,"25",44,32,38,59,60,46,38,8,24,23,46,29,36,28,51,38,13,40,29,0,20,44,50,29,49,54,30,31,57,6,19,24,24,27,14,8,10,31,31,29,45,26,23,8,28,33,21,54,31,32,27,16,23,28,41,18,9,23,62,42,62,24,45,29,36,68,45,20,16,5,22,15,37,21,18,23,54,8,21,28,11,29,22,11,34,30,16,22,29,0,19,12,22,16,27,32,39,26,22,9,28,27,25,30,69,32,41,60,4,51,39,2,20,67,43,65,48,28,31,47,21,18,37,71,15,42,14,16,28,10,5,41,34,19,28,36,56,62,53,27,55,46,27,20,19,24,26,45,19,25,25,18,16,30,15,18,24,40,45,52,21,29,21,43,21,17,29,3,30,10,20,38,24,37,17,30,21,17,16,14,38,14,64,7,16,8,41,35,19,60,17,44,38,28,18,43,11,30,21,46,10,42
"2014-07-01",33,8,41,19,44,63,54,21,53,64,33,55,80,53,34,59,25,23,7,40,35,52,38,43,29,"28",41,31,36,61,51,54,33,20,21,28,44,31,32,33,54,36,11,41,27,0,20,46,54,29,52,23,30,35,60,5,24,12,24,22,14,3,20,38,35,17,46,30,24,11,32,39,20,48,19,32,30,16,24,27,43,20,10,23,62,35,61,20,52,29,34,70,46,19,39,9,23,37,52,23,13,24,57,22,10,30,19,27,19,15,41,34,31,37,24,0,15,16,10,21,24,38,48,26,24,4,33,31,25,30,74,34,38,64,10,50,43,2,16,70,36,65,53,7,18,47,30,13,36,71,24,43,9,17,29,24,15,41,31,28,27,35,61,56,57,31,59,36,25,19,28,22,22,44,17,22,11,17,16,22,9,18,28,46,47,48,17,31,15,40,21,27,29,7,38,4,19,16,33,35,21,31,17,13,16,16,37,9,66,7,16,8,37,36,29,59,30,38,34,14,9,44,18,23,20,35,8,43
"2014-08-01",32,8,42,20,31,69,50,14,53,55,29,54,79,53,28,54,21,8,7,44,37,50,30,52,24,"28",39,35,35,68,56,38,33,20,18,22,85,24,40,28,55,35,10,45,29,0,18,38,44,24,45,30,31,29,55,5,14,13,25,25,11,7,18,28,29,6,63,37,22,9,23,42,11,40,21,26,33,16,22,18,41,16,8,21,58,38,57,26,40,26,41,67,42,15,30,9,26,22,53,30,13,17,58,13,10,28,24,25,17,15,42,43,5,75,22,8,11,14,17,25,23,25,38,20,20,5,33,11,22,28,69,26,35,64,11,56,40,2,25,66,37,66,46,17,30,45,10,19,28,69,18,44,18,15,24,14,10,37,37,8,21,28,63,56,52,20,55,34,37,24,22,24,13,44,14,18,16,12,10,19,16,13,22,42,32,42,16,25,16,28,17,9,24,8,45,3,17,11,21,30,20,27,20,5,15,17,31,9,67,13,12,6,29,27,13,52,22,48,37,17,15,40,7,25,17,37,20,50
"2014-09-01",28,0,44,19,28,65,55,3,54,55,24,58,91,56,33,46,28,22,8,25,39,48,35,46,25,"26",44,36,45,63,61,51,30,42,36,31,50,24,37,34,56,37,8,44,28,0,18,40,54,22,41,29,27,39,48,0,18,33,32,28,17,11,17,29,35,11,55,44,33,8,28,64,11,33,22,29,35,14,20,37,43,19,10,23,58,41,46,24,37,24,47,64,47,26,32,8,20,28,35,14,8,24,58,16,19,23,28,22,18,10,26,35,15,40,33,8,17,13,24,29,25,26,35,11,16,3,34,32,18,38,69,22,29,58,11,51,40,2,52,98,42,70,45,13,37,50,35,24,36,71,17,48,13,23,25,27,24,37,36,19,25,46,71,49,53,43,52,33,29,7,21,19,26,46,12,17,19,19,9,21,11,24,21,32,31,46,16,23,18,46,21,18,22,11,62,8,24,38,55,48,25,37,21,18,27,10,29,2,70,0,19,23,53,41,30,57,23,50,35,24,17,37,14,29,15,43,5,43
"2014-10-01",29,7,42,17,34,65,55,10,44,59,22,56,90,56,27,46,28,21,7,29,34,51,40,43,27,"28",41,30,44,61,56,40,25,32,40,33,45,26,36,35,50,30,8,41,35,0,15,40,48,29,37,34,30,37,51,0,32,35,28,19,13,6,8,40,25,15,51,53,36,9,19,26,10,42,15,23,32,17,21,21,39,24,22,29,57,39,48,15,30,27,41,63,49,10,23,12,18,20,54,31,22,24,58,17,27,22,39,21,17,15,27,37,37,73,43,8,10,20,24,21,30,27,27,20,18,10,26,23,21,33,67,22,28,57,13,45,39,6,41,82,44,65,44,6,22,45,37,33,28,69,14,44,24,25,27,28,14,34,35,18,24,50,61,47,51,64,51,29,28,13,16,23,44,47,18,20,16,16,11,19,10,21,25,36,35,47,13,22,21,55,25,13,29,6,47,9,25,39,73,63,29,49,22,15,26,14,29,13,66,15,14,40,64,45,18,57,32,49,31,28,20,33,13,35,15,38,11,31
"2014-11-01",30,0,37,18,33,62,48,14,36,52,16,51,83,46,27,41,29,22,6,31,24,48,30,40,28,"31",37,27,34,56,48,30,24,27,37,33,38,21,28,25,44,32,14,36,26,0,15,35,41,27,31,42,28,46,43,5,18,44,23,19,12,7,14,46,24,5,44,46,37,8,24,30,14,40,15,31,29,21,21,22,35,17,13,23,49,38,34,20,28,24,35,58,37,6,20,4,17,24,36,22,22,13,48,11,9,24,52,22,18,10,26,30,29,47,35,8,14,22,22,20,25,20,29,14,22,10,26,25,23,28,55,27,34,50,15,48,32,2,34,64,39,56,39,13,9,37,45,29,27,62,23,38,9,20,25,11,19,34,29,17,16,43,60,40,43,46,45,32,13,8,18,19,33,45,6,17,13,18,14,17,3,16,35,35,33,46,12,24,19,52,23,32,27,10,45,6,24,20,60,58,22,44,18,23,25,15,30,7,57,16,19,26,54,46,22,52,16,41,30,13,15,26,20,40,20,28,7,44
"2014-12-01",29,0,25,15,37,57,34,17,27,49,15,45,74,43,15,45,28,15,3,35,19,42,29,37,31,"27",36,25,32,52,41,33,29,19,29,29,27,25,22,19,39,28,8,31,24,0,14,34,40,25,33,37,29,23,46,5,13,58,20,15,11,5,9,40,23,21,37,30,22,6,19,17,16,43,20,31,24,14,23,19,29,14,10,19,45,28,57,37,44,26,29,55,36,20,26,8,17,21,28,14,21,19,44,19,0,24,15,29,26,16,22,29,5,40,32,8,14,20,16,24,24,23,29,15,24,4,17,17,29,23,47,26,36,49,17,36,27,2,24,52,32,50,37,13,8,31,19,26,26,60,23,34,25,16,26,4,0,30,26,21,21,46,52,48,35,38,42,30,17,10,11,16,14,43,13,16,17,12,9,16,6,14,23,43,30,45,14,27,18,51,24,16,25,9,30,4,38,20,51,48,22,34,21,10,25,11,32,20,52,19,14,23,50,37,15,48,21,35,33,18,15,26,7,58,23,28,14,32
"2015-01-01",35,0,39,18,50,64,55,0,51,56,26,51,85,55,33,47,25,7,4,34,33,54,40,53,35,"27",39,37,36,66,46,45,35,18,28,27,52,28,42,27,51,35,9,41,33,8,13,43,42,31,38,33,29,35,50,0,24,23,31,24,12,8,14,37,32,15,53,37,27,8,20,22,21,49,18,35,30,19,29,24,46,18,6,21,55,40,71,36,49,34,38,60,41,23,30,12,19,33,44,15,25,21,55,17,9,26,34,37,23,19,36,47,9,59,25,8,13,18,20,21,24,31,32,21,27,6,32,18,34,34,70,37,44,59,14,52,32,4,30,82,43,68,47,6,13,45,24,15,36,68,11,40,28,15,32,15,5,30,36,15,27,48,60,55,51,44,55,31,14,20,17,18,21,50,16,20,16,14,15,18,10,16,31,50,34,51,16,36,29,49,24,21,31,14,28,4,27,34,54,44,29,37,14,5,17,16,37,13,65,18,13,21,49,42,29,64,27,45,45,21,13,40,13,30,28,45,5,27
"2015-02-01",29,7,37,13,39,70,48,7,43,48,25,53,91,53,39,39,27,15,2,31,30,46,30,44,31,"23",43,33,43,62,59,46,29,23,32,33,58,27,38,31,53,35,12,40,30,0,13,44,48,31,33,28,27,36,40,0,32,32,34,22,13,10,11,33,33,0,56,31,23,9,24,28,25,42,22,32,35,18,23,24,39,17,8,21,49,39,65,32,40,29,38,63,43,16,39,13,20,11,45,11,23,20,53,11,14,24,34,28,20,21,42,37,34,39,26,8,14,11,21,30,23,21,31,9,24,4,33,17,28,35,65,32,39,58,19,54,31,2,60,81,33,64,46,7,14,42,39,16,34,68,26,47,21,18,27,18,5,29,35,10,26,53,64,43,52,51,59,27,16,15,20,25,36,52,3,18,9,16,15,16,14,17,29,40,32,48,15,30,11,55,26,23,31,13,40,5,18,20,50,54,23,40,12,13,26,8,32,13,63,13,17,22,47,41,33,54,29,46,34,20,17,33,17,28,24,44,14,38
"2015-03-01",30,7,41,15,32,72,46,3,48,39,26,56,95,55,34,37,31,22,7,26,31,55,36,42,29,"20",38,34,39,62,47,48,30,22,32,24,44,22,41,29,52,34,13,39,26,0,12,45,44,25,30,30,30,36,49,0,19,41,31,26,12,5,17,26,34,26,50,44,27,9,24,16,18,40,18,29,34,25,24,21,33,14,10,19,64,44,52,32,36,23,37,66,42,23,32,12,16,33,48,14,16,19,60,8,28,20,10,24,11,18,32,31,33,56,35,0,8,13,20,37,28,20,31,26,23,8,38,19,25,33,64,21,34,59,18,54,34,0,39,76,40,67,46,9,16,41,18,25,32,69,8,48,12,15,26,13,32,29,35,22,20,55,60,37,50,49,57,29,23,11,14,24,38,49,18,20,14,20,16,18,8,17,23,36,31,48,14,24,17,49,34,18,25,14,51,7,8,34,61,58,25,42,16,7,21,16,30,11,63,12,10,28,53,42,27,46,15,49,39,26,16,34,20,48,19,47,7,34
"2015-04-01",27,0,50,27,46,68,47,7,49,55,24,56,92,55,29,43,27,7,2,21,32,61,40,42,30,"18",41,34,42,62,47,41,30,7,34,29,49,24,41,33,54,31,11,41,39,0,12,41,43,25,32,35,26,35,40,0,18,48,40,23,16,7,9,40,27,11,49,44,33,10,23,13,11,39,15,26,33,25,22,17,34,20,9,22,53,44,53,37,39,25,39,64,45,20,38,4,14,34,50,37,11,23,52,21,9,19,13,20,25,18,33,31,24,64,33,8,19,17,19,46,31,18,28,16,20,7,30,20,21,34,67,39,31,57,21,54,40,0,51,77,38,65,42,22,14,40,16,26,31,70,6,48,13,16,25,7,9,28,35,21,18,50,66,37,49,57,51,24,16,8,14,25,48,48,13,17,7,18,10,14,6,16,22,36,30,48,15,24,18,51,25,19,25,9,31,8,24,25,56,61,24,43,11,15,34,23,29,9,67,6,22,18,50,40,25,49,18,43,24,27,25,34,17,58,19,40,16,35
"2015-05-01",27,0,41,14,42,63,46,27,47,62,23,52,82,47,25,39,21,8,3,26,27,45,29,41,27,"15",37,31,39,59,39,39,23,19,26,26,62,20,35,32,48,33,6,36,36,0,12,40,45,23,30,46,25,34,40,0,34,37,29,32,14,11,11,45,26,22,51,33,21,7,18,31,19,33,14,20,35,12,18,21,34,15,7,20,56,34,59,33,30,21,32,64,38,21,20,4,20,35,40,20,10,15,54,21,10,15,18,21,18,18,29,33,15,19,31,0,19,15,14,27,25,26,26,12,19,4,26,19,19,27,61,19,29,56,9,50,38,0,38,67,41,63,42,0,29,40,23,18,28,68,11,46,13,14,21,11,19,25,32,29,16,38,61,39,50,43,51,30,18,14,17,12,20,40,13,16,12,9,9,13,6,13,18,35,30,46,11,21,10,44,19,18,23,6,25,16,22,18,51,52,17,37,14,5,19,28,27,9,60,29,11,19,50,37,20,50,5,45,15,26,16,34,7,54,16,43,5,34
"2015-06-01",33,8,41,16,37,63,48,4,45,56,29,52,80,52,35,47,25,8,5,30,28,46,31,37,24,"17",40,30,36,56,54,35,30,20,24,18,50,24,28,32,50,34,7,37,26,0,10,43,47,29,36,24,21,28,43,5,21,17,23,21,13,9,15,42,24,28,42,26,22,5,27,25,9,37,19,29,23,11,18,26,39,11,11,21,53,39,51,36,35,25,30,68,42,4,27,9,18,15,39,25,16,16,54,13,0,17,19,24,19,6,40,27,15,21,29,9,15,10,13,8,23,39,28,13,19,6,25,18,21,25,68,33,34,59,26,46,38,0,37,66,42,64,44,10,21,40,17,13,26,71,18,43,9,12,24,7,15,27,32,12,16,29,56,39,53,27,54,35,6,16,17,17,18,38,14,18,23,27,13,15,12,11,20,41,31,42,15,24,19,34,25,9,29,4,40,8,17,13,39,38,20,32,11,16,11,12,29,9,58,7,12,8,42,31,20,50,33,43,30,24,12,38,11,35,18,39,18,36
"2015-07-01",29,0,46,17,47,61,49,14,41,57,29,52,82,53,38,46,28,15,5,23,31,51,30,38,25,"17",40,28,32,58,49,39,29,12,27,24,48,26,37,30,51,32,8,36,25,0,10,43,44,15,35,22,17,29,48,0,28,21,28,21,10,3,13,61,23,6,41,30,22,8,28,31,11,37,21,27,30,19,20,15,39,25,13,20,46,36,66,16,43,27,31,70,44,17,20,6,18,14,45,15,12,11,55,9,20,19,34,25,25,10,30,30,10,29,27,0,9,15,21,23,20,30,29,23,21,4,28,20,21,26,68,25,35,62,9,45,36,0,19,58,40,61,50,20,26,38,27,25,30,72,29,39,18,11,25,14,15,26,33,22,24,29,59,44,55,34,54,36,7,17,14,20,15,39,16,15,10,14,9,17,7,12,24,45,39,44,16,28,15,33,22,18,15,8,57,4,17,23,26,35,18,31,6,8,11,12,30,9,59,13,9,13,43,34,29,57,13,39,31,23,10,40,31,17,17,34,15,32
"2015-08-01",27,7,36,17,45,69,50,14,43,63,23,51,82,53,18,44,18,15,10,27,24,53,37,48,25,"15",40,30,38,65,45,36,30,19,19,21,97,27,32,26,55,34,7,42,29,0,9,45,46,20,33,26,20,30,38,0,32,8,29,26,6,3,13,41,29,0,60,29,21,7,24,38,20,33,28,24,32,13,19,23,32,13,6,18,55,33,54,34,44,25,35,67,44,21,20,0,15,14,43,9,10,24,55,11,14,16,18,25,10,14,37,33,20,72,26,0,9,9,18,15,23,20,32,22,21,7,32,12,21,27,71,18,35,63,9,55,39,0,12,71,37,64,47,10,23,40,16,6,29,73,17,42,13,13,23,14,20,25,35,6,18,29,63,35,55,20,53,34,17,8,17,14,12,38,9,15,21,8,6,16,8,13,22,40,33,41,17,21,13,31,17,16,20,6,28,11,4,8,27,27,17,25,17,8,13,7,28,7,64,6,13,9,29,25,26,47,8,47,27,15,13,38,3,22,15,32,7,43
"2015-09-01",26,0,43,14,29,65,52,10,46,44,26,52,93,56,27,35,25,7,3,30,27,52,29,40,21,"12",42,33,43,60,50,53,21,38,34,27,56,23,38,30,55,40,7,39,30,0,7,36,46,24,29,30,18,35,37,0,31,29,30,20,12,6,14,30,34,5,51,37,23,7,20,13,19,24,12,25,29,21,17,23,31,19,11,21,54,45,46,35,29,23,42,68,44,10,22,8,17,14,49,30,10,20,56,28,9,15,23,19,18,8,20,32,24,26,40,8,24,13,22,36,26,21,26,11,18,5,30,21,17,29,64,17,28,59,6,48,42,2,52,98,38,67,42,10,19,39,19,24,30,72,17,48,4,15,21,9,23,23,32,25,15,46,65,33,56,37,49,30,20,10,15,18,29,44,10,17,18,12,10,15,8,12,22,33,38,45,11,23,17,48,27,18,24,12,48,8,22,27,53,55,22,41,11,18,23,24,26,9,66,15,17,14,58,42,19,50,13,46,26,21,19,34,20,38,15,37,9,35
"2015-10-01",25,7,39,15,34,64,49,9,39,44,19,52,94,55,30,31,21,28,7,25,28,50,29,43,25,"11",35,29,37,61,47,46,23,11,33,31,48,24,32,29,49,32,6,38,38,0,7,39,46,23,28,34,17,31,40,0,19,43,28,20,16,8,15,52,23,5,46,41,28,6,25,9,15,30,17,26,28,24,14,18,34,14,5,19,56,41,39,20,33,24,34,66,40,21,27,4,19,16,39,25,13,18,52,20,0,15,36,22,19,11,27,26,27,94,35,8,18,18,12,41,27,21,25,20,17,6,23,20,18,34,53,20,26,57,21,45,35,0,47,69,36,58,35,15,18,35,30,9,29,69,27,46,12,13,22,13,27,24,32,14,15,51,64,27,49,44,48,28,14,10,11,22,42,44,22,18,11,12,11,14,7,13,22,37,29,46,12,22,17,49,19,20,23,2,46,10,21,43,70,61,21,43,16,14,24,22,26,10,60,6,13,20,58,42,24,42,22,49,31,18,9,30,6,45,15,32,4,33
"2015-11-01",28,7,30,17,33,59,48,6,33,48,16,49,85,48,27,34,26,29,3,25,23,45,28,35,24,"11",37,26,31,54,43,39,28,15,33,29,39,25,33,29,44,30,3,33,24,0,6,36,43,18,25,42,18,26,39,0,13,43,27,22,14,11,6,32,24,16,40,36,27,6,22,16,11,33,23,28,27,25,17,16,30,9,14,17,45,38,39,29,27,24,31,57,37,14,18,4,16,24,31,38,16,13,49,14,9,15,22,20,8,24,24,23,33,32,32,0,20,9,20,33,22,21,26,20,18,6,19,15,18,28,51,28,30,49,11,40,33,2,38,63,30,53,37,9,22,30,9,14,26,63,11,40,4,13,21,13,14,20,27,22,16,44,59,27,42,55,45,35,17,12,14,19,39,45,4,17,12,7,7,15,5,9,24,38,23,46,13,25,17,55,20,21,18,6,41,8,18,7,64,59,22,42,11,22,25,21,27,9,56,6,11,20,59,45,25,46,20,44,32,20,19,25,13,78,19,35,14,22
"2015-12-01",27,7,26,17,42,53,37,13,23,47,11,43,75,45,18,39,21,28,3,31,17,43,37,33,25,"9",31,24,28,51,35,29,25,15,31,27,29,22,26,23,40,24,9,30,20,0,5,31,36,25,26,30,18,24,35,0,21,35,22,24,9,6,9,48,27,21,35,37,27,5,18,23,5,39,16,28,20,22,20,21,27,12,5,19,41,26,68,30,35,22,28,58,37,16,20,0,20,33,33,14,12,15,44,12,9,15,29,27,9,15,25,27,14,27,27,8,20,15,20,47,22,27,32,21,20,6,15,25,25,20,48,29,36,47,8,39,25,0,46,50,30,47,34,15,27,27,28,23,24,60,11,35,12,11,22,13,14,20,22,11,18,47,55,32,35,47,44,38,4,10,12,20,28,45,14,15,15,11,15,15,6,11,18,44,30,45,15,26,17,42,19,12,25,4,21,9,25,41,53,51,20,36,11,10,22,16,29,11,50,12,17,19,50,42,18,52,35,39,31,23,17,24,3,51,23,28,14,24
"2016-01-01",28,0,36,14,33,63,57,10,51,44,26,48,89,56,25,50,27,12,7,24,28,49,31,41,30,"5",35,27,33,56,40,44,36,9,28,24,52,26,32,26,49,45,4,34,20,0,4,34,49,24,26,26,14,27,51,0,12,27,27,20,11,5,7,40,28,21,38,33,23,5,22,11,11,54,22,37,28,25,28,20,33,11,9,20,61,34,41,40,40,26,32,81,35,16,19,3,16,22,41,11,19,22,57,25,11,12,36,28,19,16,21,26,15,49,24,9,12,14,12,30,21,30,46,26,31,6,32,14,33,27,60,39,43,61,14,51,34,0,35,63,38,63,47,18,11,33,15,16,29,65,7,39,17,12,25,9,19,23,28,22,20,51,67,51,41,51,51,40,13,14,21,18,32,52,18,20,12,15,9,18,11,12,18,53,25,47,14,33,25,46,25,14,24,3,35,5,24,22,53,43,25,36,6,14,16,18,35,10,58,15,18,10,45,34,20,52,28,44,34,21,22,38,5,43,23,34,11,46
"2016-02-01",21,0,41,14,26,73,49,11,44,36,25,51,96,59,28,40,21,18,5,26,32,54,31,35,26,"5",36,27,37,55,48,39,31,12,33,32,62,22,39,33,49,39,5,36,29,0,4,37,44,17,24,18,11,28,43,0,16,33,28,26,12,7,13,29,26,39,41,42,31,6,22,11,13,40,21,32,26,16,25,17,28,13,14,23,55,36,54,34,33,22,35,88,39,13,26,3,19,6,45,19,21,20,57,13,8,9,23,17,11,8,25,24,35,19,30,0,21,13,19,56,22,30,35,11,24,11,38,26,27,28,57,30,36,60,13,52,37,0,56,71,36,60,44,5,9,34,15,21,22,69,5,42,14,12,22,16,4,23,29,18,22,63,65,48,42,77,52,33,9,21,21,25,60,54,14,17,9,18,8,16,7,12,26,46,29,46,15,27,20,67,17,19,17,8,37,8,35,16,76,65,19,45,7,23,24,24,32,12,56,15,13,11,58,40,24,55,21,44,25,17,13,33,13,48,19,36,13,35
